odom_x, odom_y, odom_th, odom_vx, odom_yawrate, pf_x, pf_y, pf_th, stamp, 
5.982105978916184e-05, -9.971097589636924e-07, 0.0010614725954112233, 4.066591332892993e-06, -5.683424530324847e-08, 0.021074647058182617, 0.07402388017979025, 0.0010614725954112233, 40922000000, 
5.986087008798152e-05, -9.970504945260472e-07, 0.0032095728639699303, 1.1610760320689378e-06, -8.638382433736503e-08, 0.02412872801493394, 0.07496213875615444, 0.0032095728639699303, 41092000000, 
5.9879687645638355e-05, -9.971158098009268e-07, 0.0020712137781173376, 2.5876118997721354e-06, -7.593680398793561e-08, 0.019803617718494284, 0.077429535228982, 0.0020712137781173376, 41364000000, 
5.9858971410929914e-05, -9.971637028045394e-07, 0.005603396066487579, 4.0460439076228445e-06, -5.7211921186800094e-08, 0.01899149211803364, 0.07988424274549884, 0.005603396066487579, 41466000000, 
5.986561763651747e-05, -9.971557160426733e-07, 0.001780038019510674, 3.2588376502338883e-06, -6.927549837551841e-08, 0.01842197338526776, 0.07632713071044948, 0.001780038019510674, 41806000000, 
5.9910763204552203e-05, -9.972254534748885e-07, 0.00262121559883305, 4.514894595214973e-06, -6.476593721970891e-08, 0.01879424064924778, 0.07684856877813256, 0.00262121559883305, 41942000000, 
5.991358588959891e-05, -9.972396026340165e-07, 0.0029462949651205806, 3.170970459830245e-06, -7.480502041513813e-08, 0.02351749540801431, 0.07916129151816684, 0.0029462949651205806, 42214000000, 
5.994081762826712e-05, -9.971736472117756e-07, 0.00224414823724474, 1.1222059996305164e-06, -8.810247683118582e-08, 0.023674092250096278, 0.07422331213129153, 0.00224414823724474, 42520000000, 
0.0012145364121949225, -1.0007614816054513e-06, 0.004033292463033346, 0.03404323751239405, 2.7342808339411855e-05, 0.01960658633238869, 0.07428943651022175, 0.004033292463033346, 42758000000, 
0.01809044535977689, -0.0005704698127906935, -0.0695086004692958, 0.15513990886537013, -0.44745896506336463, 0.03886721632552651, 0.06990578796054517, -0.0695086004692958, 42928000000, 
0.04994367504797628, -0.0043477532879902395, -0.1698495260729358, 0.1568954376259291, -0.503321429955074, 0.07038588677202848, 0.06911943415819642, -0.1698495260729358, 43132000000, 
0.08119768638204815, -0.011337284103227981, -0.26921518075373635, 0.15672730984145736, -0.5007539207703676, 0.10459937328561963, 0.06526224242602285, -0.26921518075373635, 43336000000, 
0.1116035603878296, -0.021473877539357956, -0.37031309865911094, 0.15723361174099945, -0.49962141063156496, 0.13258628665855224, 0.05395196971149639, -0.37031309865911094, 43540000000, 
