e, e_dot, e_int, stamp, 
1.161019496162598, -0.006299364751010117, 0.23245587382256, 1762987953263642844, 
1.1496480139934877, -0.04420430531471083, 0.23157178771626577, 1762987953406261880, 
1.1473200419600882, -0.0456648473416991, 0.23053250347441162, 1762987953504297086, 
1.1473200419600882, -0.007759906777998389, 0.2296192065275776, 1762987953504297086, 
1.148360245413575, 0.003467344844956255, 0.22953335528891675, 1762987953663332120, 
1.148360245413575, 0.003467344844956255, 0.2296027021858159, 1762987953663332120, 
1.1498093944162568, 0.00483049667560594, 0.22976865901622712, 1762987953807291299, 
1.144230945327948, -0.013764333618756877, 0.229493372343852, 1762987953966604772, 
1.1390409654079827, -0.03589476336091376, 0.22887208701014583, 1762987954106290102, 
1.1390409654079827, -0.01729993306655094, 0.2281541917429276, 1762987954106290102, 
1.129304293622345, -0.032455572618792505, 0.2271590816292207, 1762987954206314608, 
1.1261093154075206, -0.04310550000154049, 0.2262969716291899, 1762987954367177449, 
1.1261093154075206, -0.010649927382747984, 0.22543486162915907, 1762987954367177449, 
1.1195167964555819, -0.021975063173128955, 0.22478236181804154, 1762987954506319913, 
1.1141338629509387, -0.03991817485527275, 0.2239839983209361, 1762987954655275259, 
1.1141338629509387, -0.017943111682143797, 0.2231856348238306, 1762987954655275259, 
1.1111524548166747, -0.009938027114213543, 0.22262801204790347, 1762987954814406247, 
1.1057418506388592, -0.027973374373598443, 0.2220685445604315, 1762987954907583515, 
1.1017205830746337, -0.03143957247346988, 0.22124099256867782, 1762987955054721875, 
1.1017205830746337, -0.013404225214084983, 0.22061220111920846, 1762987955054721875, 
1.0958118676629673, -0.01969571803888792, 0.219950202254149, 1762987955214533963, 
1.0818149036826505, -0.06635226463994393, 0.2186231569613501, 1762987955358283008, 
1.0757729304500556, -0.06679645737637241, 0.21689331345304486, 1762987955504413661, 
1.0757729304500556, -0.020139910775316405, 0.21555738430551744, 1762987955504413661, 
1.0687401882282688, -0.023442474072622826, 0.2146857366085587, 1762987955665328877, 
1.0542328900998128, -0.0718001345008094, 0.2132497339185425, 1762987955756348937, 
1.0542328900998128, -0.048357660428186566, 0.21181373122852631, 1762987955756348937, 
1.046854138889773, -0.02459583736679945, 0.2103546612726266, 1762987955905452654, 
1.0346134181960893, -0.06539823967907828, 0.209046696479045, 1762987956065326138, 
1.0232060595754278, -0.07882693104781735, 0.20697824111075266, 1762987956205471270, 
1.0232060595754278, -0.03802452873553852, 0.2054017024897963, 1762987956205471270, 
1.009453269672787, -0.04584263300880279, 0.2037243592549095, 1762987956346532714, 
0.9942985351091291, -0.0963584148876621, 0.20179719095715626, 1762987956506322998, 
0.9822536228680805, -0.09066548934902145, 0.19906702850999977, 1762987956605324086, 
0.9822536228680805, -0.040149707470162145, 0.19725371872301933, 1762987956605324086, 
0.9691189339375861, -0.04378229643498136, 0.1955750786449165, 1762987956746841983, 
0.9572984876510879, -0.08318378405664184, 0.19391140296378365, 1762987956906324591, 
0.9572984876510879, -0.03940148762166048, 0.1922477272826508, 1762987956906324591, 
0.9470537800749028, -0.034149025253950395, 0.19077671702513857, 1762987957055329169, 
0.9470537800749028, -0.034149025253950395, 0.1900937365200596, 1762987957055329169, 
0.9368074158276192, -0.034154547490945486, 0.18872766506516167, 1762987957215838912, 
0.9210453977504633, -0.08669460774813158, 0.18699377291019903, 1762987957356329159, 
0.9210453977504633, -0.052540060257186084, 0.18525988075523636, 1762987957356329159, 
0.9141619920319977, -0.02294468572821895, 0.18375018583552827, 1762987957456462773, 
0.9008000356025951, -0.06748454049289403, 0.1824004950256704, 1762987957616163638, 
0.8887410261597855, -0.08473655290737403, 0.18024687025295855, 1762987957756342636, 
0.8887410261597855, -0.04019669814269896, 0.17855213919481105, 1762987957756342636, 
0.8768020642194339, -0.039796539801172, 0.17695227443593364, 1762987957906771692, 
0.8620447691920529, -0.0889875232257753, 0.17517252397141814, 1762987958066413069, 
0.8620447691920529, -0.0491909834246033, 0.17339277350690263, 1762987958066413069, 
0.8509112702425989, -0.03711166316484641, 0.17166672057511362, 1762987958206470382, 
0.8399822279460226, -0.07354180415343414, 0.17019588449204495, 1762987958306700378, 
0.827860124066814, -0.07683715391928321, 0.16791690815036237, 1762987958466623362, 
0.827860124066814, -0.040407012930695485, 0.1663801650719767, 1762987958466623362, 
0.827860124066814, 0.0, 0.1655720248133628, 1762987958466623362, 
0.8107654030756516, -0.05698240330387461, 0.16443237674728528, 1762987958746769239, 
0.8107654030756516, -0.05698240330387461, 0.16329272868120778, 1762987958746769239, 
0.8107654030756516, 0.0, 0.1621530806151303, 1762987958746769239, 
0.8107654030756516, 0.0, 0.1621530806151303, 1762987958746769239, 
0.8107654030756516, 0.0, 0.1621530806151303, 1762987958746769239, 
0.8107654030756516, 0.0, 0.1621530806151303, 1762987958746769239, 
0.8107654030756516, 0.0, 0.1621530806151303, 1762987958746769239, 
0.8107654030756516, 0.0, 0.1621530806151303, 1762987958746769239, 
0.8107654030756516, 0.0, 0.1621530806151303, 1762987958746769239, 
0.7611581555524893, -0.16535749174387418, 0.15884593078025283, 1762987959615357975, 
0.7369134056890484, -0.24617332462201066, 0.15392246428781264, 1762987959755517259, 
0.7369134056890484, -0.08081583287813647, 0.1489989977953724, 1762987959755517259, 
0.7369134056890484, 0.0, 0.14738268113780967, 1762987959755517259, 
0.7369134056890484, 0.0, 0.14738268113780967, 1762987959755517259, 
0.7151564396361079, -0.07252322017646844, 0.1459322167342803, 1762987960156492590, 
0.7151564396361079, -0.07252322017646844, 0.14448175233075095, 1762987960156492590, 
0.7151564396361079, 0.0, 0.14303128792722158, 1762987960156492590, 
0.7151564396361079, 0.0, 0.14303128792722158, 1762987960156492590, 
0.7151564396361079, 0.0, 0.14303128792722158, 1762987960156492590, 
0.7151564396361079, 0.0, 0.14303128792722158, 1762987960156492590, 
0.7151564396361079, 0.0, 0.14303128792722158, 1762987960156492590, 
0.7151564396361079, 0.0, 0.14303128792722158, 1762987960156492590, 
0.7151564396361079, 0.0, 0.14303128792722158, 1762987960156492590, 
0.7151564396361079, 0.0, 0.14303128792722158, 1762987960156492590, 
0.7151564396361079, 0.0, 0.14303128792722158, 1762987960156492590, 
0.7151564396361079, 0.0, 0.14303128792722158, 1762987960156492590, 
0.6532249483206101, -0.20643830438499267, 0.13890252183952173, 1762987961406394323, 
0.6532249483206101, -0.20643830438499267, 0.13477375575182188, 1762987961406394323, 
0.6532249483206101, 0.0, 0.13064498966412202, 1762987961406394323, 
0.6532249483206101, 0.0, 0.13064498966412202, 1762987961406394323, 
0.6532249483206101, 0.0, 0.13064498966412202, 1762987961406394323, 
0.6532249483206101, 0.0, 0.13064498966412202, 1762987961406394323, 
0.6532249483206101, 0.0, 0.13064498966412202, 1762987961406394323, 
0.6532249483206101, 0.0, 0.13064498966412202, 1762987961406394323, 
0.6532249483206101, 0.0, 0.13064498966412202, 1762987961406394323, 
