odom_x, odom_y, odom_th, odom_vx, odom_yawrate, pf_x, pf_y, pf_th, stamp, 
-3.686815398395993e-05, 4.3380423448979855e-05,0.0, -4.1115694319527213e-07, -4.781677489518188e-06, 0.04100350371143785, 0.08005942219205908, -0.002047868820297267, 1762987953006256394, 
-3.699143053381704e-05, 4.352553514763713e-05,0.0, -8.553394799085875e-07, -9.954966117220465e-06, 0.02880309855919572, 0.10131210853660944, -0.0206729111144103, 1762987953102345330, 
-3.7094159779371694e-05, 4.364646156318486e-05,0.0, -1.2075349024298197e-06, -1.4035215826879721e-05, 0.01723067483305018, 0.09889690501706443, -0.021444576664613788, 1762987953213590393, 
-3.715579805430025e-05, 4.3719017412513494e-05,0.0, -4.823338512889231e-07, -5.606701051874552e-06, 0.017611618576402855, 0.0875301981797352, -0.02082147844037377, 1762987953306265334, 
-3.723797999555245e-05, 4.381575854495168e-05,0.0, -8.226228945540576e-07, -9.546791261527687e-06, 0.013120848625373362, 0.08496348658074175, -0.019160234279541073, 1762987953406261880, 
-3.746398942894302e-05, 4.408179665915668e-05,0.0, -1.2932516987858711e-06, -1.496598997619003e-05, 0.012794006108068898, 0.08598739765894683, -0.01800232615515464, 1762987953613957116, 
0.0041412003338336945, -0.0001003368670353666,0.0, 0.0559938592490744, -0.4296797811985016, 0.016618681540202043, 0.0876412820689865, -0.046511167928102434, 1762987953807291299, 
0.01373620331287384, -0.0009714197367429733,0.0, 0.10954968503314647, -0.560565173625946, 0.0297545820106183, 0.08265689476850585, -0.10406679885469602, 1762987953903367254, 
0.024858443066477776, -0.0026061944663524628,0.0, 0.09975864050694497, -0.4200713336467743, 0.04383763310310718, 0.07794180536695378, -0.16980238225435035, 1762987954014219927, 
0.0418085940182209, -0.006310621742159128,0.0, 0.0884195681089157, -0.5218595266342163, 0.05351427696114275, 0.06843141692170071, -0.23260863739386334, 1762987954206314608, 
0.05071225389838219, -0.009021900594234467,0.0, 0.09351979738164594, -0.5099127292633057, 0.0692409546545972, 0.0654333551552311, -0.31438695278020934, 1762987954305288612, 
0.06801436096429825, -0.015397779643535614,0.0, 0.0839144716404564, -0.47204139828681946, 0.07910154637608773, 0.058852612312929306, -0.38220345112364823, 1762987954506319913, 
0.07258118689060211, -0.01745638996362686,0.0, 0.09820669118257087, -0.48287948966026306, 0.09550869010107961, 0.05329608377133475, -0.4615679605534813, 1762987954557298308, 
0.09327710419893265, -0.02819102443754673,0.0, 0.08799956023608602, -0.4798029661178589, 0.10654440050341346, 0.050060798715768184, -0.5347884826475868, 1762987954814406247, 
0.1000957265496254, -0.032790444791316986,0.0, 0.08662401026634192, -0.5292657613754272, 0.11552099905734506, 0.04435962417529911, -0.6038816422227005, 1762987954907583515, 
0.10745252668857574, -0.03815250098705292,0.0, 0.09059989582512507, -0.4865744113922119, 0.12955944021567928, 0.03973600845452576, -0.6808837492381826, 1762987955007367426, 
0.12173306941986084, -0.050602491945028305,0.0, 0.09643371325954775, -0.5199145078659058, 0.14029724650291012, 0.03323712930592603, -0.7589159779352845, 1762987955214533963, 
0.12743166089057922, -0.056448690593242645,0.0, 0.08557767904367752, -0.4880531430244446, 0.15201771833038605, 0.018448386371323178, -0.8239071933289032, 1762987955307334925, 
0.13342447578907013, -0.0631462037563324,0.0, 0.0876229881226842, -0.5153777003288269, 0.1601584199907646, 0.011779759935326891, -0.892719855609986, 1762987955409303162, 
0.1440495103597641, -0.07667654752731323,0.0, 0.09535706888305735, -0.5094888806343079, 0.17276369258844818, 0.003648475180827168, -0.9727327497059411, 1762987955596578054, 
0.1492963582277298, -0.08498809486627579,0.0, 0.08828371315665455, -0.5121751427650452, 0.17728922126691954, -0.011349158835102723, -1.0335476753118267, 1762987955705305963, 
0.15821145474910736, -0.10061127692461014,0.0, 0.08363182389922509, -0.4946039617061615, 0.1867995642934813, -0.01973557972202789, -1.1054823414625847, 1762987955905452654, 
0.16218535602092743, -0.10964660346508026,0.0, 0.09061613732943986, -0.5001923441886902, 0.19035745498517626, -0.032438016976428695, -1.1780973496212752, 1762987956015401706, 
0.16494987905025482, -0.11691639572381973,0.0, 0.08322393877375335, -0.5082753300666809, 0.1952116296988741, -0.044477103755566114, -1.2445100414923966, 1762987956106316727, 
0.1702766716480255, -0.13397948443889618,0.0, 0.09010685624009279, -0.5155904293060303, 0.19362846286919325, -0.05813849043969805, -1.3164889209378263, 1762987956305564039, 
0.17239758372306824, -0.1434641033411026,0.0, 0.09756745471940337, -0.5254194736480713, 0.19655959643169502, -0.0737547224517867, -1.385634323873696, 1762987956416277546, 
