x, y, theta, stamp, 
-1.9999418244648033, -0.5000009942053499, 9.005070302501759e-07, 12959000000, 
-1.9999418055118658, -0.5000009942464205, 9.016051998778953e-07, 12993000000, 
-1.9999418131898814, -0.5000009941452455, 9.023721197233273e-07, 13027000000, 
-1.999941824232294, -0.5000009942607833, 9.030497308817924e-07, 13061000000, 
-1.996477033497147, -0.5000010045555734, 2.567012057419536e-06, 13129000000, 
-1.9883904283586715, -0.5000010226926622, 2.2473291398378575e-06, 13197000000, 
-1.9682885113034712, -0.49998500236180027, 0.005253675444128949, 13299000000, 
-1.9459134293888147, -0.4995264051697569, 0.031904348475587735, 13401000000, 
-1.9235500234399496, -0.49852776872496213, 0.057268970834658386, 13503000000, 
-1.9012130767348463, -0.49697942581656096, 0.08189505714716575, 13605000000, 
-1.8789181753430912, -0.4948762871186099, 0.10651831902247941, 13707000000, 
-1.8566741551390484, -0.4922347765717822, 0.12946678476018822, 13809000000, 
-1.8344701014922775, -0.4891629128137808, 0.146146250918262, 13911000000, 
-1.8122999138854747, -0.4857748923026881, 0.15814906535354595, 14013000000, 
-1.790163625998672, -0.4821321815104515, 0.16835111606978817, 14115000000, 
-1.7680564573504869, -0.4782929294741019, 0.17538022000483355, 14217000000, 
-1.7459840894944092, -0.474309969441106, 0.1817327247679282, 14319000000, 
-1.7239465966094187, -0.4701932532255221, 0.18807507924036962, 14421000000, 
-1.7019372484756117, -0.46593513157545496, 0.19434105219979525, 14523000000, 
-1.6872775314778226, -0.4630191506672448, 0.1985137573322816, 14591000000, 
-1.6653084415921173, -0.4585293737378026, 0.20477918058314576, 14693000000, 
-1.6433642155808472, -0.45390200256988994, 0.2108943014574902, 14795000000, 
-1.621443188351659, -0.44914599665876836, 0.21645936828674073, 14897000000, 
-1.5995430952365979, -0.44427337346940704, 0.22146924037491197, 14999000000, 
-1.5776623638287384, -0.43929363369176777, 0.22606971008981777, 15101000000, 
-1.5557992234432914, -0.43422082268117623, 0.22980475245186616, 15203000000, 
-1.5339605983709195, -0.42907154649340284, 0.23315571320461553, 15305000000, 
-1.5121472727487755, -0.42385562627237094, 0.23615972138096122, 15407000000, 
-1.4976149589486152, -0.42034406453428996, 0.23801857690539371, 15475000000, 
-1.4758242256353198, -0.41502837024845785, 0.24050106153398432, 15577000000, 
-1.4540416638956681, -0.4096589069209539, 0.24282771199301845, 15679000000, 
-1.4322666688028118, -0.40423913752613794, 0.2450104859213401, 15781000000, 
-1.4104989575426092, -0.39877300543143873, 0.2470207308586523, 15883000000, 
-1.3887439715686622, -0.3932646366921406, 0.2489223824129456, 15985000000, 
-1.3670056076019275, -0.3877184044450059, 0.2506665671723743, 16087000000, 
-1.345280015527378, -0.3821367842018064, 0.2522603750298337, 16189000000, 
-1.3235600998866914, -0.37652153124596915, 0.253691729447618, 16291000000, 
-1.3018428947264908, -0.37087591772306194, 0.2549131783035736, 16393000000, 
-1.2801288770292725, -0.3652039174294647, 0.2560276289241662, 16495000000, 
-1.2584222595206085, -0.3595094434733107, 0.25703223681093884, 16597000000, 
-1.2367252165380866, -0.3537955276320437, 0.2579381034042323, 16699000000, 
-1.2222647246951712, -0.3499761653066218, 0.2585065483398547, 16767000000, 
-1.2005768916138548, -0.3442319997583468, 0.2592964511010917, 16869000000, 
-1.1788896896616778, -0.3384704207224674, 0.2600274370787875, 16971000000, 
-1.1572043740642324, -0.3326931449268187, 0.26069692570956937, 17073000000, 
-1.1355239325538036, -0.3269022790939955, 0.26131644042642854, 17175000000, 
-1.1138496003041296, -0.32109901153844683, 0.2619012390591682, 17277000000, 
-1.0921795896826885, -0.31528400206869944, 0.2624309049305875, 17379000000, 
-1.0705110447634225, -0.3094576532299321, 0.2629126039755183, 17481000000, 
-1.0488430534977327, -0.3036207814914292, 0.2633511877487159, 17583000000, 
-1.0271769180769046, -0.2977747156691575, 0.2637493809302783, 17685000000, 
-1.0055141205803164, -0.29192091050780256, 0.2640893110456255, 17787000000, 
-0.9838546858079013, -0.2860603583552315, 0.26440421493131266, 17889000000, 
-0.9621971271611303, -0.28019334833086035, 0.26469205680194813, 17991000000, 
-0.9477590280364495, -0.2762785302393124, 0.2648726163917019, 18059000000, 
-0.926102071496769, -0.27040141350290575, 0.26511884606198244, 18161000000, 
-0.9044461049846264, -0.2645190086245232, 0.26534945898464124, 18263000000, 
-0.8827921596603229, -0.25863198711689955, 0.26556375444642444, 18365000000, 
-0.861140361844701, -0.2527407822639662, 0.2657610950712776, 18467000000, 
-0.8394898330270659, -0.24684544592038385, 0.2659476215727611, 18569000000, 
-0.817839614063753, -0.24094604608014092, 0.26611875075779634, 18671000000, 
-0.7961896131983693, -0.23504290130408975, 0.2662758605429052, 18773000000, 
-0.7745405250350057, -0.22913650600610783, 0.26641914802904065, 18875000000, 
-0.7601085751397899, -0.22519734681934148, 0.26650395945600364, 18943000000, 
-0.7384617216097571, -0.21928651705274346, 0.266624312468396, 19045000000, 
-0.7168155837589764, -0.21337323575253864, 0.266732815731142, 19147000000, 
-0.695169593233245, -0.20745757542343837, 0.26683197358385846, 19249000000, 
-0.673523752056418, -0.20153973705879477, 0.2669238821286354, 19351000000, 
-0.6518785001017692, -0.19561994343154437, 0.2670123942249881, 19453000000, 
-0.6302341309596649, -0.18969842728163924, 0.267094101467248, 19555000000, 
-0.6158049568119696, -0.18574983492555946, 0.2671442678092826, 19623000000, 
-0.5941615352636922, -0.17982559688355237, 0.26721581153274854, 19725000000, 
-0.572518180458017, -0.17389978996633929, 0.26728186532746145, 19827000000, 
-0.5508749302413974, -0.1679725598552153, 0.26734182552777086, 19929000000, 
-0.5292321272462528, -0.1620441145465264, 0.26739706330990354, 20031000000, 
-0.5075899226728333, -0.15611456500311738, 0.26744994916974774, 20133000000, 
-0.48594813140235854, -0.1501839474919381, 0.2674987295475462, 20235000000, 
-0.46430648866482227, -0.14425227846459102, 0.26754391543008393, 20337000000, 
-0.44266488453381625, -0.1383196087954974, 0.26758497599557546, 20439000000, 
-0.4210234697924308, -0.13238605642525875, 0.2676237123029994, 20541000000, 
-0.40659604898364715, -0.1284299217460358, 0.26764854869886934, 20609000000, 
-0.38495520521620175, -0.12249511201173477, 0.2676828411566321, 20711000000, 
-0.3633145951722423, -0.1165595892065082, 0.26771515420761155, 20813000000, 
-0.34167410056313313, -0.1106233666216491, 0.2677458134961932, 20915000000, 
-0.3200337177365442, -0.10468647801825111, 0.2677749024991022, 21017000000, 
-0.2983934535594933, -0.09874895967613212, 0.26780280605000073, 21119000000, 
-0.27675336922242694, -0.09281085724956074, 0.26782925491043474, 21221000000, 
-0.25511354505371, -0.08687222609370503, 0.26785453808431636, 21323000000, 
-0.23347384851488392, -0.08093305615463846, 0.2678786077361219, 21425000000, 
-0.2118342237908395, -0.0749933595553803, 0.2679015722521199, 21527000000, 
-0.19019473908782855, -0.06905317961953038, 0.2679230901150257, 21629000000, 
-0.17669475695926634, -0.06529908002388525, 0.27219225136638975, 21731000000, 
-0.17619666800789155, -0.06544731591346357, 0.3090681837941173, 21799000000, 
-0.1781695306949948, -0.06325206524988244, 0.45877120475909, 21901000000, 
-0.192243275584594, -0.05491739873485293, 0.6313952888167307, 22003000000, 
-0.208958517703672, -0.04820385011516059, 0.8081205688882898, 22105000000, 
-0.21649655838380155, -0.04652550691312969, 0.9556014092607809, 22207000000, 
