e, e_dot, e_int, stamp, 
-0.4169306918210048, 0.06677499925791493, -0.08250956254773213, 74314000000, 
-0.45020170902079676, -0.2215071807473292, -0.08339213037589331, 74450000000, 
-0.41384303417972257, 0.010292192137607384, -0.08539836233476827, 74722000000, 
-0.46573967082682116, -0.05179320602008134, -0.08865229426848936, 74892000000, 
-0.5031483082307406, -0.2976842468367269, -0.09218206754915229, 75028000000, 
-0.5018182323008309, -0.12026187158003243, -0.09804708075722618, 75300000000, 
-0.4618916264700676, 0.1375222725355768, -0.09779054446677594, 75436000000, 
-0.43296641988889706, 0.22950604137311278, -0.09311175191065303, 75708000000, 
-0.43296641988889706, 0.09641735527056845, -0.08852163108319078, 75708000000, 
-0.4024454904191163, 0.10173643156593581, -0.0845585553464607, 75912000000, 
-0.4024454904191163, 0.10173643156593581, -0.08252382671514198, 75912000000, 
-0.4024454904191163, 0.0, -0.08048909808382326, 75912000000, 
-0.30285759560119974, 0.3319596493930553, -0.07384990509596216, 76116000000, 
-0.30285759560119974, 0.3319596493930553, -0.06721071210810106, 76116000000, 
-0.22342972991514687, 0.2647595522868429, -0.05527632807450309, 76252000000, 
-0.22342972991514687, 0.2647595522868429, -0.049981137028766234, 76252000000, 
-0.22342972991514687, 0.0, -0.04468594598302937, 76252000000, 
-0.23128135171283837, -0.026172072658971663, -0.04520938743620881, 76456000000, 
-0.23128135171283837, -0.026172072658971663, -0.04573282888938824, 76456000000, 
-0.19786342980902416, 0.11139307301271402, -0.044028408882313394, 76660000000, 
-0.19786342980902416, 0.11139307301271402, -0.04180054742205911, 76660000000, 
-0.20502133557190938, -0.023859685876284065, -0.04004987967933051, 76864000000, 
-0.20502133557190938, -0.023859685876284065, -0.0405270733968562, 76864000000, 
-0.20502133557190938, 0.0, -0.041004267114381876, 76864000000, 
-0.18551280069139087, 0.06502844960172838, -0.03970369812234731, 77136000000, 
-0.18551280069139087, 0.06502844960172838, -0.03840312913031274, 77136000000, 
-0.17527931381799589, 0.03411162291131661, -0.036420327680051844, 77272000000, 
-0.17527931381799589, 0.03411162291131661, -0.03573809522182551, 77272000000, 
-0.15884651499751967, 0.05477599606825404, -0.03396034284223409, 77510000000, 
-0.15884651499751967, 0.05477599606825404, -0.032864822920869015, 77510000000, 
-0.11920239579242664, 0.13214706401697676, -0.029126361719164398, 77646000000, 
-0.11920239579242664, 0.13214706401697676, -0.026483420438824862, 77646000000, 
-0.11920239579242664, 0.0, -0.023840479158485327, 77646000000, 
-0.11934621495666986, -0.0004793972141440654, -0.02385006710276821, 77918000000, 
-0.11934621495666986, -0.0004793972141440654, -0.02385965504705109, 77918000000, 
-0.03839535041725295, 0.2698362151313897, -0.01847251868870618, 78122000000, 
-0.03839535041725295, 0.2698362151313897, -0.013075794386078384, 78122000000, 
-0.03839535041725295, 0.0, -0.00767907008345059, 78122000000, 
-0.0321809925717792, 0.020714526151579166, -0.007264779560419006, 78258000000, 
-0.0321809925717792, 0.020714526151579166, -0.006850489037387423, 78258000000, 
-0.0714894549614079, -0.13102820796542902, -0.00905676267366442, 78462000000, 
-0.0714894549614079, -0.13102820796542902, -0.011677326832973001, 78462000000, 
-0.0714894549614079, 0.0, -0.01429789099228158, 78462000000, 
-0.03938124363828188, 0.10702737107708675, -0.012157343570739845, 78734000000, 
-0.03938124363828188, 0.10702737107708675, -0.010016796149198112, 78734000000, 
-0.0058431202085197365, 0.11179374476587382, -0.0056403738323389, 78938000000, 
-0.0058431202085197365, 0.11179374476587382, -0.0034044989370214237, 78938000000, 
0.013533677724810067, 0.06458932644443267, 0.00012316248718470627, 79108000000, 
0.013533677724810067, 0.06458932644443267, 0.0014149490160733599, 79108000000, 
0.013533677724810067, 0.0, 0.0027067355449620135, 79108000000, 
-0.03950713640508685, -0.17680271376632306, -0.0008293187303644477, 79244000000, 
-0.03950713640508685, -0.17680271376632306, -0.004365373005690909, 79244000000, 
-0.10334997618696606, -0.21280946593959738, -0.012157616599809318, 79516000000, 
-0.10334997618696606, -0.21280946593959738, -0.016413805918601265, 79516000000, 
-0.10334997618696606, 0.0, -0.020669995237393213, 79516000000, 
-0.17059402431586534, -0.22414682709633094, -0.02515293177931983, 79720000000, 
-0.17059402431586534, -0.22414682709633094, -0.02963586832124645, 79720000000, 
-0.16294721789232636, 0.02548935474512996, -0.033609017768270466, 79924000000, 
-0.16294721789232636, 0.02548935474512996, -0.03309923067336787, 79924000000, 
-0.12696021186348294, 0.11995668676281139, -0.030190309843209043, 80128000000, 
-0.12696021186348294, 0.11995668676281139, -0.027791176107952814, 80128000000, 
-0.12696021186348294, 0.0, -0.02539204237269659, 80128000000, 
-0.06858136107227075, 0.19459616930404064, -0.021500118986615774, 80264000000, 
-0.06858136107227075, 0.19459616930404064, -0.017608195600534962, 80264000000, 
-0.06858136107227075, 0.0, -0.01371627221445415, 80264000000, 
-0.07949033061285427, -0.03636323180194504, -0.01444353685049305, 80536000000, 
-0.07949033061285427, -0.03636323180194504, -0.015170801486531951, 80536000000, 
-0.1377540510885913, -0.1942124015857901, -0.019782314154286655, 80740000000, 
-0.1377540510885913, -0.1942124015857901, -0.023666562186002455, 80740000000, 
-0.08780983962104816, 0.16648070489181044, -0.02422119611988205, 80876000000, 
-0.08780983962104816, 0.16648070489181044, -0.02089158202204584, 80876000000, 
-0.08780983962104816, 0.0, -0.01756196792420963, 80876000000, 
-0.05635389837720972, 0.10485313747946146, -0.015464905174620402, 81148000000, 
-0.05635389837720972, 0.10485313747946146, -0.013367842425031173, 81148000000, 
-0.019005884693242603, 0.12449337894655706, -0.008780912096510803, 81352000000, 
-0.019005884693242603, 0.12449337894655706, -0.006291044517579661, 81352000000, 
-0.019005884693242603, 0.0, -0.0038011769386485203, 81352000000, 
-0.014326651713528316, 0.015597443265714292, -0.0034892280733342346, 81522000000, 
-0.014326651713528316, 0.015597443265714292, -0.003177279208019949, 81522000000, 
-0.011674382254696636, 0.008840898196105599, -0.002688512378783551, 81726000000, 
-0.011674382254696636, 0.008840898196105599, -0.002511694414861439, 81726000000, 
-0.011674382254696636, 0.0, -0.002334876450939327, 81726000000, 
-0.03458872613269537, -0.07638114625999577, -0.0038624993761392427, 81930000000, 
-0.03458872613269537, -0.07638114625999577, -0.005390122301339158, 81930000000, 
-0.03428856573656014, 0.0010005346537840982, -0.0068977345334633915, 82066000000, 
-0.03428856573656014, 0.0010005346537840982, -0.00687772384038771, 82066000000, 
-0.03428856573656014, 0.0, -0.006857713147312028, 82066000000, 
-0.07654233174258396, -0.14084588668674605, -0.009674630881046949, 82338000000, 
-0.07654233174258396, -0.14084588668674605, -0.01249154861478187, 82338000000, 
-0.061777575081004565, 0.049215855538597975, -0.014324149237744832, 82542000000, 
-0.061777575081004565, 0.049215855538597975, -0.013339832126972873, 82542000000, 
-0.014598891661538271, 0.15726227806488766, -0.00921026945490316, 82746000000, 
-0.014598891661538271, 0.15726227806488766, -0.006065023893605407, 82746000000, 
-0.014598891661538271, 0.0, -0.002919778332307654, 82746000000, 
0.01999061048642936, 0.11529834049322545, -0.0006138115224431454, 82950000000, 
0.01999061048642936, 0.11529834049322545, 0.0016921552874213633, 82950000000, 
0.06903242391235853, 0.1634727114197639, 0.00726757632568115, 83154000000, 
0.06903242391235853, 0.1634727114197639, 0.010537030554076428, 83154000000, 
-0.026084773653632487, -0.31705732521997004, 0.007465338278072305, 83358000000, 
-0.026084773653632487, -0.31705732521997004, 0.0011241917736729038, 83358000000, 
-0.026084773653632487, 0.0, -0.005216954730726498, 83358000000, 
-0.023269899296267882, 0.009382914524548683, -0.005029296440235523, 83562000000, 
-0.023269899296267882, 0.009382914524548683, -0.00484163814974455, 83562000000, 
0.017840764126839437, 0.13703554474369106, -0.0019132689643797552, 83732000000, 
0.017840764126839437, 0.13703554474369106, 0.0008274419304940661, 83732000000, 
0.017840764126839437, 0.0, 0.003568152825367887, 83732000000, 
0.051035377109576174, 0.11064870994245579, 0.005781127024217003, 83936000000, 
0.051035377109576174, 0.11064870994245579, 0.00799410122306612, 83936000000, 
-0.02275732317403345, -0.24597566761203207, 0.005287562069674593, 84072000000, 
-0.02275732317403345, -0.24597566761203207, 0.0003680487174339516, 84072000000, 
-0.02275732317403345, 0.0, -0.00455146463480669, 84072000000, 
-0.09145249665440258, -0.22898391160123044, -0.0091311428668313, 84344000000, 
-0.09145249665440258, -0.22898391160123044, -0.013710821098855908, 84344000000, 
-0.09145249665440258, 0.0, -0.018290499330880516, 84344000000, 
-0.0342497523814318, 0.19067581424323596, -0.014476983046015798, 84548000000, 
-0.0342497523814318, 0.19067581424323596, -0.010663466761151078, 84548000000, 
-0.026716234409722706, 0.02511172657236364, -0.006347715944839087, 84684000000, 
-0.026716234409722706, 0.02511172657236364, -0.005845481413391813, 84684000000, 
-0.046929311503858484, -0.06737692364711927, -0.006690785354886927, 84956000000, 
-0.046929311503858484, -0.06737692364711927, -0.008038323827829312, 84956000000, 
-0.046929311503858484, 0.0, -0.009385862300771698, 84956000000, 
0.1423179420048739, 0.6308241783624413, 0.0032306212664771294, 85160000000, 
0.1423179420048739, 0.6308241783624413, 0.015847104833725957, 85160000000, 
0.13760737131813738, -0.015701902289121755, 0.028149550355192347, 85364000000, 
0.13760737131813738, -0.015701902289121755, 0.02783551230940991, 85364000000, 
0.27716904245940444, 0.4652055704708902, 0.03682558567304528, 85534000000, 
0.27716904245940444, 0.4652055704708902, 0.04612969708246308, 85534000000, 
0.27716904245940444, 0.0, 0.055433808491880884, 85534000000, 
1.4575005178657874, 3.9344382513546097, 0.1341225735189731, 85738000000, 
1.4575005178657874, 3.9344382513546097, 0.21281133854606527, 85738000000, 
1.4724272303973958, 0.04975570843869459, 0.2924952177419313, 85874000000, 
1.4724272303973958, 0.04975570843869459, 0.2934903319107053, 85874000000, 
1.4287487187286079, -0.14559503889595962, 0.29157354530156, 86078000000, 
1.4287487187286079, -0.14559503889595962, 0.2886616445236408, 86078000000, 
1.4287487187286079, 0.0, 0.2857497437457216, 86078000000, 
1.3357287188306204, -0.31006666632662494, 0.2795484104191891, 86350000000, 
1.3357287188306204, -0.31006666632662494, 0.2733470770926566, 86350000000, 
1.245247735086221, -0.30160327914799795, 0.2611136781831641, 86554000000, 
1.245247735086221, -0.30160327914799795, 0.2550816126002042, 86554000000, 
1.245247735086221, 0.0, 0.2490495470172442, 86554000000, 
1.172577992017726, -0.2422324768949835, 0.2442048974793445, 86758000000, 
1.172577992017726, -0.2422324768949835, 0.23936024794144484, 86758000000, 
1.0795232788661306, -0.3101823771719843, 0.2283119508601055, 86962000000, 
1.0795232788661306, -0.3101823771719843, 0.22210830331666578, 86962000000, 
1.00669122665263, -0.24277350737833547, 0.2110491856256594, 87132000000, 
1.00669122665263, -0.24277350737833547, 0.2061937154780927, 87132000000, 
0.9315597078852228, -0.25043839589135736, 0.19632947741269885, 87336000000, 
0.9315597078852228, -0.25043839589135736, 0.19132070949487173, 87336000000, 
0.8290345578975016, -0.34175049995907075, 0.17947693157786315, 87472000000, 
0.8290345578975016, -0.34175049995907075, 0.17264192157868175, 87472000000, 
0.8290345578975016, 0.0, 0.1658069115795003, 87472000000, 
0.7566987921861051, -0.24111921903798814, 0.16098452719874057, 87744000000, 
0.7566987921861051, -0.24111921903798814, 0.1561621428179808, 87744000000, 
0.6559071463323015, -0.33597215284601206, 0.1446203153803008, 87948000000, 
